,lemas_a,lemas_b,similarity
7139,chico,amigo,0.5481671094894409
7140,chico,hacer,0.19781838357448578
7141,chico,fifa,0.4411143362522125
7142,chico,primero,0.16218870878219604
7143,chico,jaja,0.4246617555618286
7144,chico,coser,0.292519748210907
7145,chico,flipante,0.2164958119392395
7146,chico,loco,0.5374783277511597
7147,chico,especial,0.23123455047607422
7148,chico,espalda,0.38369083404541016
7149,chico,tarjeta,0.32971999049186707
7150,chico,pokemon,0.4826357066631317
7151,chico,página,0.17129719257354736
7152,chico,gimnasio,0.5453734397888184
7153,chico,preguntar,0.3802541196346283
7154,chico,manir,0.3131659924983978
7155,chico,minuto,0.7387016415596008
7156,chico,montar,0.08643308281898499
7157,chico,madre,0.39713728427886963
7158,chico,probar,0.15924258530139923
7159,chico,sorpresa,0.41741666197776794
7160,chico,amigar,0.2928307354450226
7161,chico,skype,0.2633299231529236
7162,chico,directo,0.27971822023391724
7163,chico,mensaje,0.5151112675666809
7164,chico,moño,0.271338552236557
7165,chico,durar,0.06646905094385147
7166,chico,paso,0.4803934693336487
7167,chico,corazón,0.49527835845947266
7168,chico,entrar,0.24525673687458038
7169,chico,descubrir,0.3090055286884308
7170,chico,freír,0.15524442493915558
7171,chico,luis,0.3144027888774872
7172,chico,interesante,0.17255301773548126
7173,chico,mundo,0.5414676070213318
7174,chico,fiesta,0.22343090176582336
7175,chico,ilusión,0.25431838631629944
7176,chico,litro,0.4521014988422394
7177,chico,cine,0.45411792397499084
7178,chico,detallar,0.2637161314487457
7179,chico,fuerte,0.2798764407634735
7180,chico,omar,0.29198136925697327
7181,chico,beso,0.5165497660636902
7182,chico,único,0.41335782408714294
7183,chico,resultar,0.15989260375499725
7184,chico,twitter,0.41887152194976807
7185,chico,aprender,0.19857394695281982
7186,chico,rápido,0.4236184358596802
7187,chico,niñuca,0.04622500017285347
7188,chico,buscar,0.1927340030670166
7189,chico,interés,0.5753915309906006
7190,chico,alternativo,0.3840104341506958
7191,chico,tuit,0.5090201497077942
7192,chico,sonar,0.2873837351799011
7193,chico,topar,0.35391291975975037
7194,chico,ensalada,0.33771100640296936
7195,chico,espectacular,0.33285215497016907
7196,chico,divertir,0.21934400498867035
7197,chico,vivo,0.640992283821106
7198,chico,seguro,0.5304915308952332
7199,chico,tío,0.30768004059791565
7200,chico,récord,0.38805198669433594
7201,chico,perro,0.3714408576488495
7202,chico,imaginar,0.22066324949264526
7203,chico,ami,0.07244424521923065
7204,chico,rico,0.7366923093795776
7205,chico,octubre,0.12696535885334015
7206,chico,alto,0.5440134406089783
7207,chico,pasear,0.2590070068836212
7208,chico,humor,0.5823329091072083
7209,chico,sistema,0.5043500661849976
7210,chico,ayudar,0.17336522042751312
7211,chico,sabado,0.3963005840778351
7212,chico,etapa,0.33663132786750793
7213,chico,coche,0.44812437891960144
7214,chico,montón,0.3841545581817627
7215,chico,escribir,0.2612224817276001
7216,chico,seguirme,0.34497004747390747
7217,chico,ideo,0.5995655059814453
7218,chico,oír,0.3053661584854126
7219,chico,quedo,0.3904637396335602
7220,chico,advertir,0.19900096952915192
7221,chico,entrevistar,0.30398988723754883
7222,chico,modelar,0.3915911018848419
7223,chico,alba,0.23235365748405457
7224,chico,normal,0.24772576987743378
7225,chico,toledo,0.3555597960948944
7226,chico,verla,0.3732914924621582
7227,chico,willy,0.08881185203790665
7228,chico,galo,0.29693296551704407
7229,chico,sonrisa,0.2597557008266449
7230,chico,tio,0.1522769331932068
7231,chico,internacional,0.3515317440032959
7232,chico,muchísimas,0.41334131360054016
7233,chico,lindar,0.2643176019191742
7234,chico,llevar,0.26573893427848816
7235,chico,aceptar,0.26596730947494507
7236,chico,bonica,0.373848557472229
7237,chico,sexy,0.41197654604911804
7238,chico,actriz,0.2621762752532959
7239,chico,contento,0.5104146003723145
7240,chico,pintar,0.24627266824245453
7241,chico,clásico,0.621699333190918
7242,chico,abrazarte,0.41520875692367554
7243,chico,niño,0.4973386228084564
7244,chico,leer,0.14981956779956818
7245,chico,poquito,0.2617001235485077
7246,chico,partir,0.27096930146217346
7247,chico,temer,0.22258958220481873
7248,chico,crack,0.38447311520576477
7249,chico,noticiar,0.1250947266817093
7250,chico,opción,0.19187577068805695
7251,chico,frase,0.30611348152160645
7252,chico,parejo,0.5123549699783325
7253,chico,malo,0.45322883129119873
7254,chico,quedar,0.2381708025932312
7255,chico,atrasar,0.1313553750514984
7256,chico,inglés,0.6596625447273254
7257,chico,preparar,0.10973303765058517
7258,chico,chulo,0.5533936619758606
7259,poner,conocer,0.6343291401863098
7260,poner,escuchar,0.5896164774894714
7261,poner,mil,0.11603464186191559
7262,poner,ganar,0.6538575887680054
7263,poner,libro,0.16787447035312653
7264,poner,foto,0.36622264981269836
7265,poner,decir,0.599825918674469
7266,poner,artista,0.39864325523376465
7267,poner,mejorar,0.634968101978302
7268,poner,felicidad,0.18397356569766998
7269,poner,tranquilo,-0.040214214473962784
7270,poner,vida,0.3136649429798126
7271,poner,cumpleaños,-0.14681391417980194
7272,poner,seriar,0.5907533168792725
7273,poner,favorito,0.03722912073135376
7274,poner,personar,0.5578223466873169
7275,poner,hola,0.2791859805583954
7276,poner,compartir,0.6399256587028503
7277,poner,tocar,0.7844470143318176
7278,poner,dejar,0.625811755657196
7279,poner,temporada,0.19156652688980103
7280,poner,canal,0.40393775701522827
7281,poner,librar,0.7697967886924744
7282,poner,subir,0.7291091680526733
7283,poner,precioso,0.31985118985176086
7284,poner,cambiar,0.7759283781051636
7285,poner,comprar,0.7111981511116028
7286,poner,ojalá,-0.006829044781625271
7287,poner,comenzar,0.645728349685669
7288,poner,merecer,0.7391233444213867
7289,poner,desear,0.8019368648529053
7290,poner,pensar,0.7574632167816162
7291,poner,the,0.32898300886154175
7292,poner,valer,0.5735663175582886
7293,poner,estupendo,0.35223183035850525
7294,poner,amar,0.7484346032142639
7295,poner,casar,0.7329874038696289
7296,poner,amor,0.37444868683815
7297,poner,placer,0.5838581919670105
7298,poner,super,0.42871567606925964
7299,poner,vídeo,0.3882163465023041
7300,poner,septiembre,0.13389578461647034
7301,poner,hableconellas,0.29413390159606934
7302,poner,bello,0.06050056591629982
7303,poner,suerte,0.048218585550785065
7304,poner,lunes,0.053081899881362915
7305,poner,familia,0.20055460929870605
7306,poner,madrid,0.2267821878194809
7307,poner,parecer,0.49582263827323914
7308,poner,cola,0.27833104133605957
7309,poner,penar,0.6520504951477051
7310,poner,grande,0.17097406089305878
7311,poner,horario,0.1583097279071808
7312,poner,guay,0.10733289271593094
7313,poner,viajar,0.6830116510391235
7314,poner,jajaja,0.30822479724884033
7315,poner,parar,0.7621890902519226
7316,poner,estrenar,0.649242639541626
7317,poner,capítulo,0.11952970921993256
7318,poner,empezar,0.7854355573654175
7319,poner,jugar,0.7028884291648865
7320,poner,sobretodo,0.1485958844423294
7321,poner,post,0.35921284556388855
7322,poner,programar,0.68882155418396
7323,poner,junto,0.15463583171367645
7324,poner,alegrar,0.6967455148696899
7325,poner,abrir,0.740450918674469
7326,poner,disfrutar,0.662067711353302
7327,poner,experto,0.2874957025051117
7328,poner,abrazar,0.8118962049484253
7329,poner,entender,0.6979314088821411
7330,poner,gracioso,-0.032583799213171005
7331,poner,mañana,0.046537768095731735
7332,poner,jajajaja,0.2339450865983963
7333,poner,mola,0.236680269241333
7334,poner,muchísimo,0.1197209507226944
7335,poner,amigo,0.15551823377609253
7336,poner,hacer,0.674231231212616
7337,poner,fifa,0.2405376434326172
7338,poner,primero,-0.009653882123529911
7339,poner,jaja,0.22208745777606964
7340,poner,coser,0.6649209260940552
7341,poner,flipante,0.26627257466316223
7342,poner,loco,0.19686448574066162
7343,poner,especial,0.1905239075422287
7344,poner,espalda,0.16652661561965942
7345,poner,tarjeta,0.28483474254608154
7346,poner,pokemon,0.06508247554302216
7347,poner,página,0.32736238837242126
7348,poner,gimnasio,0.20897652208805084
7349,poner,preguntar,0.7718492746353149
7350,poner,manir,0.6070238947868347
7351,poner,minuto,0.2853122651576996
7352,poner,montar,0.6503930687904358
7353,poner,madre,0.24072155356407166
7354,poner,probar,0.6855218410491943
7355,poner,sorpresa,0.22679351270198822
7356,poner,amigar,0.6634697318077087
7357,poner,skype,0.20936371386051178
7358,poner,directo,-0.08413006365299225
7359,poner,mensaje,0.21957094967365265
7360,poner,moño,0.10926514863967896
7361,poner,durar,0.7070590257644653
7362,poner,paso,0.3169974982738495
7363,poner,corazón,0.4434049427509308
7364,poner,entrar,0.7968635559082031
7365,poner,descubrir,0.6651095151901245
7366,poner,freír,0.43842318654060364
7367,poner,luis,0.23751229047775269
7368,poner,interesante,0.24496762454509735
7369,poner,mundo,0.3499321937561035
7370,poner,fiesta,0.2046731561422348
7371,poner,ilusión,0.1992701143026352
7372,poner,litro,0.09424171596765518
7373,poner,cine,0.33325180411338806
7374,poner,detallar,0.6689395308494568
7375,poner,fuerte,0.3808707892894745
7376,poner,omar,0.557867169380188
7377,poner,beso,0.2028561234474182
7378,poner,único,0.110797218978405
7379,poner,resultar,0.6490540504455566
7380,poner,twitter,0.5928106307983398
7381,poner,aprender,0.6818596720695496
7382,poner,rápido,0.1656828373670578
7383,poner,niñuca,0.1927284449338913
7384,poner,buscar,0.6659166216850281
7385,poner,interés,0.3036682903766632
7386,poner,alternativo,0.08733708411455154
7387,poner,tuit,0.1173454225063324
7388,poner,sonar,0.6263265609741211
7389,poner,topar,0.632193386554718
7390,poner,ensalada,0.3222254812717438
7391,poner,espectacular,0.5544511079788208
7392,poner,divertir,0.7441940903663635
7393,poner,vivo,0.05413318797945976
7394,poner,seguro,0.08828718215227127
7395,poner,tío,0.43692147731781006
7396,poner,récord,0.3090880811214447
7397,poner,perro,0.4306981563568115
7398,poner,imaginar,0.6477884650230408
7399,poner,ami,0.3257899582386017
7400,poner,rico,0.15289810299873352
7401,poner,octubre,0.15901188552379608
7402,poner,alto,0.16819033026695251
7403,poner,pasear,0.7150103449821472
7404,poner,humor,0.3446291387081146
7405,poner,sistema,0.36566367745399475
7406,poner,ayudar,0.7555704116821289
7407,poner,sabado,0.21332821249961853
7408,poner,etapa,0.19074928760528564
7409,poner,coche,0.2953113913536072
7410,poner,montón,0.3881460130214691
7411,poner,escribir,0.7581248879432678
7412,poner,seguirme,0.2517234981060028
7413,poner,ideo,0.32057270407676697
7414,poner,oír,0.71981281042099
7415,poner,quedo,0.37230953574180603
7416,poner,advertir,0.7747484445571899
7417,poner,entrevistar,0.7401130199432373
7418,poner,modelar,0.49385640025138855
7419,poner,alba,0.13071945309638977
7420,poner,normal,0.3463853597640991
7421,poner,toledo,0.24068056046962738
7422,poner,verla,0.16535012423992157
7423,poner,willy,0.2014436572790146
7424,poner,galo,0.2717471420764923
7425,poner,sonrisa,0.2783272862434387
7426,poner,tio,0.15462858974933624
7427,poner,internacional,0.30492591857910156
7428,poner,muchísimas,0.23067958652973175
7429,poner,lindar,0.645686686038971
7430,poner,llevar,0.6925211548805237
7431,poner,aceptar,0.7346051931381226
7432,poner,bonica,0.271674245595932
7433,poner,sexy,0.22162744402885437
7434,poner,actriz,0.1655922532081604
7435,poner,contento,0.09900721907615662
7436,poner,pintar,0.6824208498001099
7437,poner,clásico,-0.08429045230150223
7438,poner,abrazarte,0.26753145456314087
7439,poner,niño,0.2549973726272583
7440,poner,leer,0.6902246475219727
7441,poner,poquito,-0.06282243877649307
7442,poner,partir,0.4790498912334442
7443,poner,temer,0.6070367097854614
7444,poner,crack,0.5109978318214417
7445,poner,noticiar,0.6439130306243896
7446,poner,opción,0.2140301764011383
7447,poner,frase,0.016953902319073677
7448,poner,parejo,0.13703687489032745
7449,poner,malo,0.171315535902977
7450,poner,quedar,0.7225521206855774
7451,poner,atrasar,0.6633251905441284
7452,poner,inglés,0.37206071615219116
7453,poner,preparar,0.7242395281791687
7454,poner,chulo,0.057632625102996826
7455,conocer,escuchar,0.5858265161514282
7456,conocer,mil,0.2506713271141052
7457,conocer,ganar,0.3891340494155884
7458,conocer,libro,0.28874707221984863
7459,conocer,foto,0.197984978556633
7460,conocer,decir,0.5669408440589905
7461,conocer,artista,0.5384361147880554
7462,conocer,mejorar,0.5287553668022156
7463,conocer,felicidad,0.2275693565607071
7464,conocer,tranquilo,-0.13330425322055817
7465,conocer,vida,0.26166588068008423
7466,conocer,cumpleaños,0.08537278324365616
7467,conocer,seriar,0.5363338589668274
7468,conocer,favorito,0.08167579770088196
7469,conocer,personar,0.2863212823867798
7470,conocer,hola,0.14499527215957642
7471,conocer,compartir,0.46823951601982117
7472,conocer,tocar,0.64576655626297
7473,conocer,dejar,0.5538213849067688
7474,conocer,temporada,0.1300414800643921
7475,conocer,canal,0.3316572904586792
7476,conocer,librar,0.5234721302986145
7477,conocer,subir,0.6600136756896973
7478,conocer,precioso,0.3216332197189331
7479,conocer,cambiar,0.7076833844184875
7480,conocer,comprar,0.624972939491272
7481,conocer,ojalá,0.09083142876625061
7482,conocer,comenzar,0.6912741661071777
7483,conocer,merecer,0.6971282362937927
7484,conocer,desear,0.7526153922080994
7485,conocer,pensar,0.6999058127403259
7486,conocer,the,0.21089738607406616
7487,conocer,valer,0.3691904544830322
7488,conocer,estupendo,0.34570834040641785
7489,conocer,amar,0.6002208590507507
7490,conocer,casar,0.5795667171478271
7491,conocer,amor,0.37947553396224976
7492,conocer,placer,0.381289005279541
7493,conocer,super,0.2555447518825531
7494,conocer,vídeo,0.12198228389024734
7495,conocer,septiembre,0.11739844083786011
7496,conocer,hableconellas,0.13247033953666687
7497,conocer,bello,-0.09610586613416672
7498,conocer,suerte,-0.040205541998147964
7499,conocer,lunes,-0.11139827966690063
7500,conocer,familia,-0.0448809377849102
7501,conocer,madrid,-0.050419881939888
7502,conocer,parecer,0.3725574016571045
7503,conocer,cola,0.06799743324518204
7504,conocer,penar,0.48178306221961975
7505,conocer,grande,0.1950349062681198
7506,conocer,horario,0.004611813463270664
7507,conocer,guay,-0.09925906360149384
7508,conocer,viajar,0.4175433814525604
7509,conocer,jajaja,0.2501690685749054
7510,conocer,parar,0.684619665145874
7511,conocer,estrenar,0.5162150263786316
7512,conocer,capítulo,0.4064246118068695
7513,conocer,empezar,0.5706469416618347
7514,conocer,jugar,0.5319330096244812
7515,conocer,sobretodo,-0.009405642747879028
7516,conocer,post,0.25142043828964233
7517,conocer,programar,0.39556577801704407
7518,conocer,junto,0.3215709626674652
7519,conocer,alegrar,0.6045055389404297
7520,conocer,abrir,0.6747626662254333
7521,conocer,disfrutar,0.6623756289482117
7522,conocer,experto,0.3086974024772644
7523,conocer,abrazar,0.6737166047096252
7524,conocer,entender,0.6324828267097473
7525,conocer,gracioso,0.010049558244645596
7526,conocer,mañana,-0.16961705684661865
7527,conocer,jajajaja,0.04499242454767227
7528,conocer,mola,0.011432959698140621
7529,conocer,muchísimo,0.052307602018117905
7530,conocer,amigo,0.04913852736353874
7531,conocer,hacer,0.4539254307746887
7532,conocer,fifa,0.12322397530078888
7533,conocer,primero,-0.07324564456939697
7534,conocer,jaja,0.13359025120735168
7535,conocer,coser,0.38803985714912415
7536,conocer,flipante,0.2697185277938843
7537,conocer,loco,0.010405034758150578
7538,conocer,especial,0.2069098949432373
7539,conocer,espalda,-0.08262945711612701
7540,conocer,tarjeta,0.025301210582256317
7541,conocer,pokemon,-0.008371539413928986
7542,conocer,página,0.027142606675624847
7543,conocer,gimnasio,0.15381252765655518
7544,conocer,preguntar,0.6106879115104675
7545,conocer,manir,0.3339035212993622
7546,conocer,minuto,0.3245735466480255
7547,conocer,montar,0.37337857484817505
7548,conocer,madre,0.21168231964111328
7549,conocer,probar,0.5706256628036499
7550,conocer,sorpresa,0.1621776968240738
7551,conocer,amigar,0.4372026026248932
7552,conocer,skype,0.11896053701639175
7553,conocer,directo,-0.17749100923538208
7554,conocer,mensaje,0.19873106479644775
7555,conocer,moño,0.055869244039058685
7556,conocer,durar,0.48247355222702026
7557,conocer,paso,0.378481924533844
7558,conocer,corazón,0.347393274307251
7559,conocer,entrar,0.5291985869407654
7560,conocer,descubrir,0.5833998322486877
7561,conocer,freír,0.42254388332366943
7562,conocer,luis,0.11882580071687698
7563,conocer,interesante,0.19042620062828064
7564,conocer,mundo,0.356886088848114
7565,conocer,fiesta,0.07816123217344284
7566,conocer,ilusión,0.0689905434846878
7567,conocer,litro,0.05561479926109314
7568,conocer,cine,0.1135600209236145
7569,conocer,detallar,0.45515134930610657
7570,conocer,fuerte,0.253123939037323
7571,conocer,omar,0.26832854747772217
7572,conocer,beso,0.15574392676353455
7573,conocer,único,-0.05465910956263542
7574,conocer,resultar,0.47636082768440247
7575,conocer,twitter,0.49453580379486084
7576,conocer,aprender,0.5322403311729431
7577,conocer,rápido,0.07914070039987564
7578,conocer,niñuca,0.11915475130081177
7579,conocer,buscar,0.3930869996547699
7580,conocer,interés,0.31086650490760803
7581,conocer,alternativo,-0.00518578989431262
7582,conocer,tuit,-0.019833598285913467
7583,conocer,sonar,0.4519537091255188
7584,conocer,topar,0.5041201710700989
7585,conocer,ensalada,0.3819936513900757
7586,conocer,espectacular,0.4744217097759247
7587,conocer,divertir,0.5590458512306213
7588,conocer,vivo,0.21943338215351105
7589,conocer,seguro,-0.07163245975971222
7590,conocer,tío,0.30919384956359863
7591,conocer,récord,0.048234593123197556
7592,conocer,perro,0.24772316217422485
7593,conocer,imaginar,0.4815174341201782
7594,conocer,ami,0.20651064813137054
7595,conocer,rico,0.17155610024929047
7596,conocer,octubre,0.08272276818752289
7597,conocer,alto,0.041275158524513245
7598,conocer,pasear,0.5145866274833679
7599,conocer,humor,0.32770082354545593
7600,conocer,sistema,0.2792527973651886
7601,conocer,ayudar,0.48433181643486023
7602,conocer,sabado,0.11896120011806488
7603,conocer,etapa,-0.02556108869612217
7604,conocer,coche,0.2509039342403412
7605,conocer,montón,0.26915138959884644
7606,conocer,escribir,0.5764397382736206
7607,conocer,seguirme,0.13216058909893036
7608,conocer,ideo,0.12492223083972931
7609,conocer,oír,0.4043337404727936
7610,conocer,quedo,0.3887801766395569
7611,conocer,advertir,0.6360293030738831
7612,conocer,entrevistar,0.743000328540802
7613,conocer,modelar,0.42418453097343445
7614,conocer,alba,-0.0923231840133667
7615,conocer,normal,0.22504830360412598
7616,conocer,toledo,-0.04963502660393715
7617,conocer,verla,-0.02270495519042015
7618,conocer,willy,0.06705489754676819
7619,conocer,galo,0.10800841450691223
7620,conocer,sonrisa,0.017293786630034447
7621,conocer,tio,0.11742492765188217
7622,conocer,internacional,0.3158939480781555
7623,conocer,muchísimas,0.07281146943569183
7624,conocer,lindar,0.3682824373245239
7625,conocer,llevar,0.5754304528236389
7626,conocer,aceptar,0.5876834392547607
7627,conocer,bonica,0.18641231954097748
7628,conocer,sexy,0.08024725317955017
7629,conocer,actriz,0.01729213073849678
7630,conocer,contento,0.13478289544582367
7631,conocer,pintar,0.44431108236312866
7632,conocer,clásico,0.12602336704730988
7633,conocer,abrazarte,0.2505039572715759
7634,conocer,niño,0.18854129314422607
7635,conocer,leer,0.39865243434906006
7636,conocer,poquito,-0.10233837366104126
7637,conocer,partir,0.42948663234710693
7638,conocer,temer,0.4955330193042755
7639,conocer,crack,0.541289746761322
7640,conocer,noticiar,0.35877278447151184
7641,conocer,opción,0.07396073639392853
7642,conocer,frase,-0.044607605785131454
7643,conocer,parejo,-0.0664302408695221
7644,conocer,malo,0.05769319832324982
7645,conocer,quedar,0.4649743139743805
7646,conocer,atrasar,0.5666369795799255
7647,conocer,inglés,0.3680548667907715
7648,conocer,preparar,0.5246915817260742
7649,conocer,chulo,0.2514353096485138
7650,escuchar,mil,0.119558185338974
7651,escuchar,ganar,0.6152535676956177
7652,escuchar,libro,0.1454092264175415
7653,escuchar,foto,0.018148226663470268
7654,escuchar,decir,0.487417608499527
7655,escuchar,artista,0.26550692319869995
7656,escuchar,mejorar,0.5957814455032349
7657,escuchar,felicidad,0.19439482688903809
7658,escuchar,tranquilo,-0.1476566344499588
7659,escuchar,vida,0.20061659812927246
7660,escuchar,cumpleaños,0.11523830145597458
7661,escuchar,seriar,0.5318441390991211
7662,escuchar,favorito,0.09137000888586044
7663,escuchar,personar,0.48549944162368774
7664,escuchar,hola,0.03537662699818611
7665,escuchar,compartir,0.5099791884422302
7666,escuchar,tocar,0.5379518270492554
7667,escuchar,dejar,0.5714492797851562
7668,escuchar,temporada,0.07707610726356506
7669,escuchar,canal,0.2408609390258789
7670,escuchar,librar,0.46160468459129333
7671,escuchar,subir,0.5753564834594727
7672,escuchar,precioso,0.4026166498661041
7673,escuchar,cambiar,0.6478614807128906
7674,escuchar,comprar,0.7696948647499084
7675,escuchar,ojalá,0.11725141853094101
7676,escuchar,comenzar,0.550299346446991
7677,escuchar,merecer,0.6439990997314453
7678,escuchar,desear,0.6558932065963745
7679,escuchar,pensar,0.713772177696228
7680,escuchar,the,0.20790790021419525
7681,escuchar,valer,0.43447914719581604
7682,escuchar,estupendo,0.2850727438926697
7683,escuchar,amar,0.5624324679374695
7684,escuchar,casar,0.6264234781265259
7685,escuchar,amor,0.1655179113149643
7686,escuchar,placer,0.3701958954334259
7687,escuchar,super,0.27977874875068665
7688,escuchar,vídeo,0.21636152267456055
7689,escuchar,septiembre,0.0969155877828598
7690,escuchar,hableconellas,0.19622057676315308
7691,escuchar,bello,0.05528412014245987
7692,escuchar,suerte,-0.17120955884456635
7693,escuchar,lunes,0.09881830215454102
7694,escuchar,familia,0.07920649647712708
7695,escuchar,madrid,3.592808934627101e-05
7696,escuchar,parecer,0.39152804017066956
7697,escuchar,cola,0.005007724743336439
7698,escuchar,penar,0.5558781623840332
7699,escuchar,grande,0.05311175063252449
7700,escuchar,horario,0.058967020362615585
7701,escuchar,guay,0.04456324130296707
7702,escuchar,viajar,0.4717961251735687
7703,escuchar,jajaja,0.05799046903848648
7704,escuchar,parar,0.4848232865333557
7705,escuchar,estrenar,0.599575400352478
7706,escuchar,capítulo,0.21228265762329102
7707,escuchar,empezar,0.5708472728729248
7708,escuchar,jugar,0.684044599533081
7709,escuchar,sobretodo,0.005563459359109402
7710,escuchar,post,0.23746433854103088
7711,escuchar,programar,0.41773030161857605
7712,escuchar,junto,0.15764643251895905
7713,escuchar,alegrar,0.612694501876831
7714,escuchar,abrir,0.6156130433082581
7715,escuchar,disfrutar,0.6486809849739075
7716,escuchar,experto,0.2859691083431244
7717,escuchar,abrazar,0.5500521063804626
7718,escuchar,entender,0.7071886658668518
7719,escuchar,gracioso,0.15265429019927979
7720,escuchar,mañana,-0.19719600677490234
7721,escuchar,jajajaja,0.05647619441151619
7722,escuchar,mola,-0.0509897843003273
7723,escuchar,muchísimo,-0.046199552714824677
7724,escuchar,amigo,0.03755410760641098
7725,escuchar,hacer,0.4513256251811981
7726,escuchar,fifa,0.11822526901960373
7727,escuchar,primero,-0.1367330551147461
7728,escuchar,jaja,0.042007092386484146
7729,escuchar,coser,0.346585750579834
7730,escuchar,flipante,0.052911680191755295
7731,escuchar,loco,0.11511882394552231
7732,escuchar,especial,0.03308713063597679
7733,escuchar,espalda,-0.12063659727573395
7734,escuchar,tarjeta,0.03306150436401367
7735,escuchar,pokemon,-0.007689549587666988
7736,escuchar,página,-0.05922292545437813
7737,escuchar,gimnasio,0.022164320573210716
7738,escuchar,preguntar,0.6127387285232544
7739,escuchar,manir,0.40284624695777893
7740,escuchar,minuto,0.2912965416908264
7741,escuchar,montar,0.5530163049697876
7742,escuchar,madre,0.05999453365802765
7743,escuchar,probar,0.5531197190284729
7744,escuchar,sorpresa,0.22002539038658142
7745,escuchar,amigar,0.5172015428543091
7746,escuchar,skype,0.22047534584999084
7747,escuchar,directo,-0.08905664831399918
7748,escuchar,mensaje,0.20410466194152832
7749,escuchar,moño,0.04576825350522995
7750,escuchar,durar,0.41101258993148804
7751,escuchar,paso,0.25609833002090454
7752,escuchar,corazón,0.12989558279514313
7753,escuchar,entrar,0.5168579816818237
7754,escuchar,descubrir,0.6238995790481567
7755,escuchar,freír,0.2734670042991638
7756,escuchar,luis,0.0885428935289383
7757,escuchar,interesante,0.004460830241441727
7758,escuchar,mundo,0.3297729790210724
7759,escuchar,fiesta,0.029101615771651268
7760,escuchar,ilusión,-0.10035723447799683
7761,escuchar,litro,-0.002296328078955412
7762,escuchar,cine,0.04405046999454498
7763,escuchar,detallar,0.48174548149108887
7764,escuchar,fuerte,0.13198859989643097
7765,escuchar,omar,0.3131956458091736
7766,escuchar,beso,0.11068948358297348
7767,escuchar,único,0.07454903423786163
7768,escuchar,resultar,0.5502564907073975
7769,escuchar,twitter,0.34183308482170105
7770,escuchar,aprender,0.6475107669830322
7771,escuchar,rápido,0.08869203925132751
7772,escuchar,niñuca,-0.08927342295646667
7773,escuchar,buscar,0.4941733777523041
7774,escuchar,interés,0.32094353437423706
7775,escuchar,alternativo,0.015559681691229343
7776,escuchar,tuit,0.023871131241321564
7777,escuchar,sonar,0.4258657693862915
7778,escuchar,topar,0.4191361665725708
7779,escuchar,ensalada,0.1507641226053238
7780,escuchar,espectacular,0.39546602964401245
7781,escuchar,divertir,0.6917248964309692
7782,escuchar,vivo,0.15786124765872955
7783,escuchar,seguro,0.040288422256708145
7784,escuchar,tío,0.2856992185115814
7785,escuchar,récord,0.1187821552157402
7786,escuchar,perro,0.0829857662320137
7787,escuchar,imaginar,0.4519408941268921
7788,escuchar,ami,0.13053686916828156
7789,escuchar,rico,0.20653395354747772
7790,escuchar,octubre,0.09099002182483673
7791,escuchar,alto,0.10905981808900833
7792,escuchar,pasear,0.6051670908927917
7793,escuchar,humor,0.1527032107114792
7794,escuchar,sistema,0.1784081906080246
7795,escuchar,ayudar,0.5175347328186035
7796,escuchar,sabado,0.2539076805114746
7797,escuchar,etapa,-0.017717836424708366
7798,escuchar,coche,0.09175145626068115
7799,escuchar,montón,0.35152339935302734
7800,escuchar,escribir,0.6568081974983215
7801,escuchar,seguirme,0.153720423579216
7802,escuchar,ideo,0.09708642214536667
7803,escuchar,oír,0.5679832696914673
7804,escuchar,quedo,0.12666086852550507
7805,escuchar,advertir,0.5661675333976746
7806,escuchar,entrevistar,0.5631278157234192
7807,escuchar,modelar,0.5967438817024231
7808,escuchar,alba,-0.023465199396014214
7809,escuchar,normal,0.15032030642032623
7810,escuchar,toledo,0.03383419290184975
7811,escuchar,verla,-0.07681388407945633
7812,escuchar,willy,-0.002243571449071169
7813,escuchar,galo,0.09541235119104385
7814,escuchar,sonrisa,-0.009487500414252281
7815,escuchar,tio,-0.0020313304848968983
7816,escuchar,internacional,0.2695223093032837
7817,escuchar,muchísimas,0.17578184604644775
7818,escuchar,lindar,0.40073320269584656
7819,escuchar,llevar,0.4582027494907379
7820,escuchar,aceptar,0.67423015832901
7821,escuchar,bonica,0.1323455423116684
7822,escuchar,sexy,0.04856546223163605
7823,escuchar,actriz,-0.17744167149066925
7824,escuchar,contento,0.029090000316500664
7825,escuchar,pintar,0.5034478902816772
7826,escuchar,clásico,0.06717031449079514
7827,escuchar,abrazarte,0.22318361699581146
7828,escuchar,niño,0.14839717745780945
7829,escuchar,leer,0.5159371495246887
7830,escuchar,poquito,-0.09360387921333313
7831,escuchar,partir,0.30485761165618896
7832,escuchar,temer,0.47881123423576355
7833,escuchar,crack,0.5097638368606567
7834,escuchar,noticiar,0.3242257833480835
7835,escuchar,opción,-0.04106425866484642
7836,escuchar,frase,-0.18150725960731506
7837,escuchar,parejo,-0.04397708922624588
7838,escuchar,malo,0.2046646624803543
7839,escuchar,quedar,0.3735850751399994
7840,escuchar,atrasar,0.5676297545433044
7841,escuchar,inglés,0.2776821553707123
7842,escuchar,preparar,0.6217443943023682
7843,escuchar,chulo,0.20397984981536865
7844,mil,ganar,-0.01564965769648552
7845,mil,libro,0.2631165683269501
7846,mil,foto,-0.001095467945560813
7847,mil,decir,-0.026454711332917213
